Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.6;-1.2;-2.3;0.0;-0.6;0.5;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.6;-1.2;-2.3;0.0;-0.6;0.5;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;2.7;-1.3;-2.4;0.0;-0.3;0.4;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.7;-0.7;-0.1;0.0;1.7;-1.0;-2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.7;-0.7;-0.1;0.0;1.7;-1.0;-2.6;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_X;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;u_X;2.6;-1.5;-2.2;0.0;0.8;-0.1;-1.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_Y;2.8;-1.4;-2.4;0.0;0.1;0.2;-1.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;0.7;-0.7;-0.1;0.0;1.7;-1.0;-2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;0.7;-0.7;-0.1;0.0;1.7;-1.0;-2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_X;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Y;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Y;0.7;-0.7;-0.1;0.0;1.7;-1.0;-2.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Z;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Z;0.7;-0.7;-0.1;0.0;1.7;-1.0;-2.6;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;2.8;0.0;0.0;0.0;1.7;1.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;-1.5;-2.4;0.0;-2.0;-1.0;-2.6;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.6;-0.5;0.3;0.0;1.7;-1.0;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;3.5;-0.3;-2.9;2.1;15.7;-0.8;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;u_X;3.5;-0.3;-2.9;2.1;15.7;-0.8;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_X;0.6;-0.5;0.3;0.0;1.7;-1.0;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Y;0.6;-0.5;0.3;0.0;1.7;-1.0;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Y;3.5;-0.3;-2.9;2.1;15.7;-0.8;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_Z;3.5;-0.3;-2.9;2.1;15.7;-0.8;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_Z;0.6;-0.5;0.3;0.0;1.7;-1.0;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_X;3.5;-0.3;-2.9;2.1;15.7;-0.8;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_X;0.6;-0.5;0.3;0.0;1.7;-1.0;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_Y;3.5;-0.3;-2.9;2.1;15.7;-0.8;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.660;φ_Y;1.5;-0.4;-1.2;0.8;7.3;-1.3;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_Z;0.6;-0.5;0.3;0.0;1.7;-1.0;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;φ_Z;1.9;-0.4;-1.6;1.1;8.7;-1.3;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;3.5;-0.3;0.3;2.1;15.7;-0.8;-2.6;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.5;-0.5;-2.9;0.0;1.7;-1.3;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;;
3;3;0.000;;0.6;-0.5;-0.3;0.1;-1.0;0.6;0.5;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.647;;0.6;-0.5;-0.4;0.1;1.8;-0.3;-0.7;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;1.2;-0.4;-1.0;0.6;6.0;-0.6;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;u_X;1.2;-0.4;-1.0;0.6;6.0;-0.6;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.394;u_X;0.6;-0.5;-0.3;0.0;0.7;0.0;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.197;u_Y;0.5;-0.5;-0.3;0.0;-0.2;0.3;0.1;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_Y;1.2;-0.4;-1.0;0.6;6.0;-0.6;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_Z;1.2;-0.4;-1.0;0.6;6.0;-0.6;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.315;u_Z;0.6;-0.5;-0.3;0.0;0.3;0.1;-0.1;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_X;1.2;-0.4;-1.0;0.6;6.0;-0.6;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_X;0.6;-0.5;-0.3;0.1;-1.0;0.6;0.5;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_Y;0.6;-0.5;-0.3;0.1;-1.0;0.6;0.5;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.260;φ_Y;1.0;-0.4;-0.8;0.4;4.6;-0.6;-1.1;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_Z;0.6;-0.5;-0.3;0.1;-1.0;0.6;0.5;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_Z;1.2;-0.4;-1.0;0.6;6.0;-0.6;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;1.2;-0.4;-0.3;0.6;6.0;0.6;0.5;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;0.5;-0.5;-1.0;0.0;-1.0;-0.6;-1.2;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;;
4;4;0.000;;0.5;-0.5;-0.2;0.1;0.0;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;0.6;-0.5;-0.2;0.1;1.2;-0.2;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;0.6;-0.5;-0.2;0.1;1.2;-0.2;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;0.6;-0.5;-0.3;0.1;2.4;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;u_X;0.5;-0.5;-0.2;0.1;0.0;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_X;0.6;-0.5;-0.3;0.1;2.4;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_Y;0.5;-0.5;-0.2;0.1;0.0;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_Y;0.6;-0.5;-0.3;0.1;2.4;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_Z;0.6;-0.5;-0.3;0.1;2.4;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_Z;0.5;-0.5;-0.2;0.1;0.0;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_X;0.6;-0.5;-0.3;0.1;2.4;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_X;0.5;-0.5;-0.2;0.1;0.0;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_Y;0.5;-0.5;-0.2;0.1;0.0;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_Y;0.6;-0.5;-0.3;0.1;2.4;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_Z;0.5;-0.5;-0.2;0.1;0.0;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_Z;0.6;-0.5;-0.3;0.1;2.4;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.6;-0.5;-0.2;0.1;2.4;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;0.5;-0.5;-0.3;0.1;0.0;-0.3;-0.6;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;;
5;5;0.000;;0.8;-0.5;-0.6;0.1;-1.9;0.1;-0.8;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;0.8;-0.5;-0.6;0.1;0.9;0.0;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;0.8;-0.5;-0.6;0.1;0.9;0.0;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;0.8;-0.5;-0.6;0.1;3.7;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;u_X;0.8;-0.5;-0.6;0.1;-1.9;0.1;-0.8;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_X;0.8;-0.5;-0.6;0.1;3.7;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;u_Y;0.8;-0.5;-0.6;0.1;-1.9;0.1;-0.8;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_Y;0.8;-0.5;-0.6;0.1;3.7;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_Z;0.8;-0.5;-0.6;0.1;3.7;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.075 m
