Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;-0.8;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;-0.8;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;1.5;-1.2;-0.9;0.0;-0.3;0.5;-0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;1.5;-1.2;-0.9;0.0;-0.3;0.5;-0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;1.6;-1.3;-1.0;0.0;-0.1;0.4;-0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.4;-0.4;0.0;0.0;0.7;-1.3;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.4;-0.4;0.0;0.0;0.7;-1.3;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_X;0.0;0.0;0.0;0.0;-0.8;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;u_X;1.7;-1.4;-0.9;0.0;0.3;-0.1;-0.6;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;-0.8;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_Y;1.7;-1.4;-1.0;0.0;0.0;0.2;-0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;0.4;-0.4;0.0;0.0;0.7;-1.3;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;-0.8;0.9;0.0;Beam | 2 - HEA 160 | L : 4.000 m
