Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;3.4;0.0;2.4;-2.4;-1.1;0.9;0.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;3.4;0.0;2.4;-2.4;-1.1;0.9;0.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;3.6;0.0;2.5;-2.6;-1.3;0.6;0.6;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;3.8;0.0;2.7;-2.7;-1.4;0.3;0.2;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;3.8;0.0;2.7;-2.7;-1.4;0.3;0.2;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;1.4;-0.1;1.3;-0.5;-2.9;-2.5;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;1.4;-0.1;1.3;-0.5;-2.9;-2.5;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;1.4;-0.1;1.3;-0.5;-2.9;-2.5;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_y;3.8;0.0;2.7;-2.7;-1.4;0.3;0.2;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_z;3.8;0.0;2.7;-2.7;-1.4;0.3;0.2;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;1.4;-0.1;1.3;-0.5;-2.9;-2.5;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_y;1.4;-0.1;1.3;-0.5;-2.9;-2.5;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;1.4;-0.1;1.3;-0.5;-2.9;-2.5;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;3.8;0.0;2.7;0.0;0.0;1.9;2.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;-0.1;0.0;-2.7;-2.9;-2.5;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;1.1;-0.1;1.1;0.0;-1.4;-2.5;2.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;6.9;-0.1;5.0;4.8;-9.9;-1.8;1.6;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;u_x;6.9;-0.1;5.0;4.8;-9.9;-1.8;1.6;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_x;1.1;-0.1;1.1;0.0;-1.4;-2.5;2.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_y;6.9;-0.1;5.0;4.8;-9.9;-1.8;1.6;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_y;1.1;-0.1;1.1;0.0;-1.4;-2.5;2.8;Beam | 3 - HEA 140 | L : 1.650 m
